Artist,Popularity_min,Popularity_max,Popularity_mean,Popularity_var,Danceability_min,Danceability_max,Danceability_mean,Danceability_var,Energy_min,Energy_max,Energy_mean,Energy_var,Loudness_min,Loudness_max,Loudness_mean,Loudness_var,Speechiness_min,Speechiness_max,Speechiness_mean,Speechiness_var,Acousticness_min,Acousticness_max,Acousticness_mean,Acousticness_var,Instrumentalness_min,Instrumentalness_max,Instrumentalness_mean,Instrumentalness_var,Liveness_min,Liveness_max,Liveness_mean,Liveness_var,Valence_min,Valence_max,Valence_mean,Valence_var,Tempo_min,Tempo_max,Tempo_mean,Tempo_var,Genre_classical,Genre_rap,Genre_r&b,Genre_industrial,Genre_indie,Genre_opera,Genre_neo soul,Genre_orchestra,Genre_psychedelic rock,Genre_soundtrack,Genre_art pop,Genre_german hip hop,Genre_classic rock,Genre_electro,Genre_bedroom pop,Genre_electronic,Genre_art rock,Genre_alternative r&b,Genre_reggae,Genre_singer-songwriter,Key_<lambda>,Mode_<lambda>,Time Signature_<lambda>,Track_Count
Dook Walt Jr.,9,17,13.0,32.0,0.446,0.68,0.5630000000000001,0.027378000000000003,0.543,0.825,0.6839999999999999,0.03976199999999999,-9.138,-7.053,-8.0955,2.173612499999999,0.0421,0.0659,0.054,0.00028322000000000004,0.0557,0.811,0.43335,0.2852390450000001,0.00109,0.684,0.34254500000000004,0.23318303405000004,0.0706,0.225,0.1478,0.011919679999999998,0.628,0.895,0.7615000000000001,0.03564449999999999,90.011,108.055,99.033,162.7929680000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2
Doğan Canku,0,32,16.0,512.0,0.475,0.657,0.5660000000000001,0.016562,0.289,0.582,0.4355,0.042924499999999984,-12.793,-9.519,-11.155999999999999,5.359538,0.0393,0.042,0.040650000000000006,3.6449999999999935e-06,0.552,0.926,0.7390000000000001,0.06993800000000001,1.09e-06,0.000395,0.000198045,7.758254405e-08,0.0607,0.121,0.09085,0.0018180450000000001,0.669,0.69,0.6795,0.00022049999999999807,80.233,91.664,85.9485,65.33388049999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
Dr. Dog,82,82,82.0,,0.454,0.454,0.454,,0.82,0.82,0.82,,-4.193,-4.193,-4.193,,0.0567,0.0567,0.0567,,0.132,0.132,0.132,,0.000969,0.000969,0.000969,,0.115,0.115,0.115,,0.575,0.575,0.575,,166.303,166.303,166.303,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1
Dr. Dre,85,85,85.0,,0.816,0.816,0.816,,0.775,0.775,0.775,,-3.323,-3.323,-3.323,,0.234,0.234,0.234,,0.16,0.16,0.16,,0.00031,0.00031,0.00031,,0.0543,0.0543,0.0543,,0.527,0.527,0.527,,93.431,93.431,93.431,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,4,1
Drake,0,78,33.5625,1159.5958333333333,0.406,0.912,0.71775,0.01941193333333334,0.412,0.86,0.585375,0.01836158333333333,-11.377,-4.045,-7.396625,5.250924650000002,0.0396,0.481,0.18595625,0.01927890529166667,0.00226,0.357,0.08180625,0.010769503505,0.0,0.085,0.0061449781250000005,0.00045198630021232297,0.0382,0.558,0.19731875,0.017772468291666673,0.0499,0.808,0.40843125,0.03723050895833333,74.867,170.045,119.0316875,1021.3066483624997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,16
Drowning Pool,80,80,80.0,,0.656,0.656,0.656,,0.932,0.932,0.932,,-3.405,-3.405,-3.405,,0.0708,0.0708,0.0708,,0.00347,0.00347,0.00347,,0.00147,0.00147,0.00147,,0.144,0.144,0.144,,0.544,0.544,0.544,,130.936,130.936,130.936,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1
Dua Lipa,0,86,65.1875,481.89583333333326,0.236,0.812,0.6491875,0.029360829166666668,0.207,0.884,0.67025,0.02642913333333334,-10.829,-2.278,-5.5791875,4.112237895833334,0.0334,0.11,0.0579875,0.0005524265000000001,0.0036,0.875,0.1293625,0.0484386305,0.0,0.00144,9.573312500000002e-05,1.2857498451624998e-07,0.0742,0.937,0.2328625,0.06158607716666666,0.0757,0.914,0.53623125,0.06098234895833333,103.014,155.091,125.0435,171.90239239999997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,16
Duman,65,70,67.5,12.5,0.589,0.627,0.608,0.0007220000000000013,0.538,0.726,0.632,0.01767199999999999,-6.79,-6.046,-6.418,0.27676799999999985,0.0246,0.0444,0.0345,0.00019602000000000006,0.283,0.459,0.371,0.015488000000000009,0.0,0.0,0.0,0.0,0.0875,0.123,0.10525,0.0006301250000000002,0.204,0.817,0.5105,0.18788449999999998,100.038,150.068,125.053,1251.5004500000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2
Dunbarrow,19,19,19.0,,0.452,0.452,0.452,,0.616,0.616,0.616,,-11.341,-11.341,-11.341,,0.0363,0.0363,0.0363,,0.457,0.457,0.457,,0.00486,0.00486,0.00486,,0.152,0.152,0.152,,0.396,0.396,0.396,,123.668,123.668,123.668,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Duran Duran,58,68,63.0,50.0,0.572,0.695,0.6335,0.0075645,0.658,0.706,0.6819999999999999,0.001151999999999994,-9.174,-8.707,-8.9405,0.10904449999999942,0.0283,0.0851,0.0567,0.0016131199999999996,0.287,0.35,0.3185,0.001984500000000002,0.0,0.000184,9.2e-05,1.6928e-08,0.0467,0.159,0.10285,0.006305645,0.532,0.671,0.6015,0.009660500000000002,82.846,113.595,98.2205,472.7505004999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2
Düş Sokağı Sakinleri,43,43,43.0,,0.585,0.585,0.585,,0.489,0.489,0.489,,-6.206,-6.206,-6.206,,0.0284,0.0284,0.0284,,0.83,0.83,0.83,,6.36e-06,6.36e-06,6.36e-06,,0.271,0.271,0.271,,0.256,0.256,0.256,,123.998,123.998,123.998,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1
ENGIN,7,30,17.75,131.58333333333334,0.374,0.704,0.53725,0.018314249999999994,0.627,0.84,0.6992499999999999,0.009576249999999993,-9.612,-5.35,-6.6515,3.9715343333333344,0.031,0.0424,0.037775,2.3682500000000026e-05,0.000829,0.0152,0.00592475,4.0441696916666664e-05,8.67e-05,0.118,0.029743924999999997,0.0034619389467558325,0.0938,0.59,0.2872,0.050013359999999986,0.321,0.763,0.544,0.03357999999999999,91.005,127.378,105.375,253.75513800000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4
ETR,33,33,33.0,,0.628,0.628,0.628,,0.489,0.489,0.489,,-10.874,-10.874,-10.874,,0.073,0.073,0.073,,0.408,0.408,0.408,,0.0215,0.0215,0.0215,,0.325,0.325,0.325,,0.333,0.333,0.333,,146.1,146.1,146.1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,3,1
EVADE FROM 宇宙,29,29,29.0,,0.757,0.757,0.757,,0.651,0.651,0.651,,-12.725,-12.725,-12.725,,0.109,0.109,0.109,,0.00391,0.00391,0.00391,,0.113,0.113,0.113,,0.109,0.109,0.109,,0.818,0.818,0.818,,120.032,120.032,120.032,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,1
Eagles,87,87,87.0,,0.579,0.579,0.579,,0.508,0.508,0.508,,-9.484,-9.484,-9.484,,0.027,0.027,0.027,,0.00574,0.00574,0.00574,,0.000494,0.000494,0.000494,,0.0575,0.0575,0.0575,,0.609,0.609,0.609,,147.125,147.125,147.125,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,4,1
Earth,6,82,55.0,1807.0,0.697,0.802,0.7319999999999999,0.0036750000000000064,0.756,0.832,0.799,0.0015190000000000002,-10.791,-7.264,-8.750666666666666,3.339842333333336,0.0298,0.0349,0.03163333333333333,8.043333333333338e-06,0.0843,0.168,0.1221,0.0018006300000000005,0.000521,0.00765,0.003160333333333333,1.5273460333333332e-05,0.0521,0.269,0.16803333333333334,0.011929403333333335,0.963,0.98,0.9739999999999999,9.10000000000005e-05,125.926,131.715,127.86066666666666,11.14197033333331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,3
EarthChILD,0,0,0.0,,0.841,0.841,0.841,,0.246,0.246,0.246,,-16.561,-16.561,-16.561,,0.0472,0.0472,0.0472,,0.0687,0.0687,0.0687,,0.0257,0.0257,0.0257,,0.0784,0.0784,0.0784,,0.263,0.263,0.263,,143.969,143.969,143.969,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1
Easter,29,29,29.0,,0.698,0.698,0.698,,0.279,0.279,0.279,,-19.567,-19.567,-19.567,,0.58,0.58,0.58,,0.677,0.677,0.677,,0.000191,0.000191,0.000191,,0.0777,0.0777,0.0777,,0.286,0.286,0.286,,125.109,125.109,125.109,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1
Ebru Gündeş,0,56,18.666666666666668,1045.3333333333333,0.642,0.736,0.6733333333333333,0.0029453333333333298,0.763,0.818,0.7996666666666666,0.0010083333333333311,-8.154,-7.965,-8.028,0.011907000000000036,0.0464,0.214,0.10226666666666666,0.009363253333333335,0.414,0.652,0.49333333333333335,0.01888133333333334,0.0,0.0,0.0,0.0,0.108,0.343,0.26466666666666666,0.01840833333333334,0.751,0.754,0.753,2.99999999999995e-06,118.056,119.153,118.42166666666667,0.4011363333333395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3
Ece Dağıstan,0,0,0.0,,0.411,0.411,0.411,,0.327,0.327,0.327,,-9.005,-9.005,-9.005,,0.0443,0.0443,0.0443,,0.803,0.803,0.803,,0.015,0.015,0.015,,0.125,0.125,0.125,,0.182,0.182,0.182,,114.225,114.225,114.225,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1
Edip Akbayram,0,0,0.0,,0.231,0.231,0.231,,0.645,0.645,0.645,,-6.678,-6.678,-6.678,,0.0651,0.0651,0.0651,,0.24,0.24,0.24,,5.07e-06,5.07e-06,5.07e-06,,0.129,0.129,0.129,,0.431,0.431,0.431,,176.051,176.051,176.051,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,1
Edmofo,0,0,0.0,,0.534,0.534,0.534,,0.611,0.611,0.611,,-9.183,-9.183,-9.183,,0.295,0.295,0.295,,0.182,0.182,0.182,,4.97e-05,4.97e-05,4.97e-05,,0.141,0.141,0.141,,0.266,0.266,0.266,,102.206,102.206,102.206,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,1
Eduardo di Capua,0,0,0.0,,0.231,0.231,0.231,,0.293,0.293,0.293,,-13.214,-13.214,-13.214,,0.0355,0.0355,0.0355,,0.945,0.945,0.945,,0.0508,0.0508,0.0508,,0.115,0.115,0.115,,0.332,0.332,0.332,,135.94,135.94,135.94,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,1
Edvard Grieg,11,11,11.0,,0.165,0.165,0.165,,0.0071,0.0071,0.0071,,-29.268,-29.268,-29.268,,0.0406,0.0406,0.0406,,0.814,0.814,0.814,,0.471,0.471,0.471,,0.109,0.109,0.109,,0.034,0.034,0.034,,87.177,87.177,87.177,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,1
Edward Elgar,20,20,20.0,,0.126,0.126,0.126,,0.106,0.106,0.106,,-16.992,-16.992,-16.992,,0.0316,0.0316,0.0316,,0.915,0.915,0.915,,0.929,0.929,0.929,,0.636,0.636,0.636,,0.35,0.35,0.35,,82.523,82.523,82.523,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1
Edwin Rosen,63,63,63.0,,0.607,0.607,0.607,,0.687,0.687,0.687,,-8.372,-8.372,-8.372,,0.0285,0.0285,0.0285,,0.0442,0.0442,0.0442,,0.558,0.558,0.558,,0.204,0.204,0.204,,0.66,0.66,0.66,,148.974,148.974,148.974,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1
Efe Demiral,30,30,30.0,,0.568,0.568,0.568,,0.364,0.364,0.364,,-11.336,-11.336,-11.336,,0.0311,0.0311,0.0311,,0.707,0.707,0.707,,0.945,0.945,0.945,,0.117,0.117,0.117,,0.137,0.137,0.137,,136.156,136.156,136.156,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,1
Efe Kopru,12,12,12.0,,0.643,0.643,0.643,,0.41,0.41,0.41,,-8.105,-8.105,-8.105,,0.0265,0.0265,0.0265,,0.729,0.729,0.729,,0.015,0.015,0.015,,0.074,0.074,0.074,,0.126,0.126,0.126,,100.019,100.019,100.019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1
Eflatun,0,0,0.0,,0.708,0.708,0.708,,0.716,0.716,0.716,,-6.801,-6.801,-6.801,,0.0492,0.0492,0.0492,,0.751,0.751,0.751,,0.0,0.0,0.0,,0.0687,0.0687,0.0687,,0.937,0.937,0.937,,157.853,157.853,157.853,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,1
Ekin Beril,16,46,31.0,450.0,0.572,0.867,0.7195,0.04351250000000003,0.508,0.563,0.5355,0.0015124999999999965,-14.354,-11.263,-12.808499999999999,4.777140499999995,0.029,0.129,0.079,0.005000000000000001,0.0109,0.367,0.18895,0.063403605,0.47,0.783,0.6265000000000001,0.0489845,0.0935,0.145,0.11925,0.0013261249999999994,0.186,0.338,0.262,0.011552000000000003,117.004,130.337,123.6705,88.88444449999969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
Ekrem İmamoğlu,0,0,0.0,,0.663,0.663,0.663,,0.833,0.833,0.833,,-2.177,-2.177,-2.177,,0.119,0.119,0.119,,0.0172,0.0172,0.0172,,7.03e-06,7.03e-06,7.03e-06,,0.407,0.407,0.407,,0.558,0.558,0.558,,120.175,120.175,120.175,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1
Elan Noon,36,36,36.0,,0.28,0.28,0.28,,0.295,0.295,0.295,,-12.244,-12.244,-12.244,,0.0298,0.0298,0.0298,,0.94,0.94,0.94,,0.684,0.684,0.684,,0.181,0.181,0.181,,0.184,0.184,0.184,,146.783,146.783,146.783,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1
Electric Guest,42,42,42.0,,0.562,0.562,0.562,,0.878,0.878,0.878,,-4.903,-4.903,-4.903,,0.0398,0.0398,0.0398,,0.0292,0.0292,0.0292,,0.0174,0.0174,0.0174,,0.238,0.238,0.238,,0.962,0.962,0.962,,80.936,80.936,80.936,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
Electro Tülay,22,66,44.0,968.0,0.485,0.515,0.5,0.0004500000000000008,0.521,0.58,0.5505,0.0017404999999999966,-10.488,-8.186,-9.337,2.649601999999999,0.0339,0.0383,0.0361,9.680000000000006e-06,0.00292,0.0243,0.013609999999999999,0.00022855219999999996,0.0115,0.107,0.05925,0.004560125,0.0883,0.174,0.13115,0.0036722449999999993,0.073,0.419,0.246,0.059857999999999995,134.94,163.156,149.048,398.0713280000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2
Elena Ledda,0,0,0.0,,0.507,0.507,0.507,,0.454,0.454,0.454,,-10.489,-10.489,-10.489,,0.0358,0.0358,0.0358,,0.281,0.281,0.281,,3.47e-05,3.47e-05,3.47e-05,,0.107,0.107,0.107,,0.358,0.358,0.358,,127.828,127.828,127.828,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,1
Elephanz,51,51,51.0,,0.676,0.676,0.676,,0.514,0.514,0.514,,-8.201,-8.201,-8.201,,0.0432,0.0432,0.0432,,0.522,0.522,0.522,,0.000167,0.000167,0.000167,,0.0967,0.0967,0.0967,,0.301,0.301,0.301,,121.297,121.297,121.297,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,1
Elias Dris,36,36,36.0,,0.577,0.577,0.577,,0.434,0.434,0.434,,-10.043,-10.043,-10.043,,0.0231,0.0231,0.0231,,0.0372,0.0372,0.0372,,0.635,0.635,0.635,,0.083,0.083,0.083,,0.649,0.649,0.649,,88.013,88.013,88.013,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,1
Elias Rahbani,36,36,36.0,,0.595,0.595,0.595,,0.5,0.5,0.5,,-11.706,-11.706,-11.706,,0.0352,0.0352,0.0352,,0.0976,0.0976,0.0976,,0.035,0.035,0.035,,0.261,0.261,0.261,,0.756,0.756,0.756,,105.438,105.438,105.438,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1
Elif Sanchez,17,17,17.0,,0.592,0.592,0.592,,0.642,0.642,0.642,,-5.779,-5.779,-5.779,,0.0409,0.0409,0.0409,,0.369,0.369,0.369,,0.0,0.0,0.0,,0.117,0.117,0.117,,0.558,0.558,0.558,,153.972,153.972,153.972,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1
Elisabeth Leonskaja,45,45,45.0,,0.428,0.428,0.428,,0.0299,0.0299,0.0299,,-25.039,-25.039,-25.039,,0.0417,0.0417,0.0417,,0.99,0.99,0.99,,0.918,0.918,0.918,,0.145,0.145,0.145,,0.0906,0.0906,0.0906,,99.41,99.41,99.41,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1
Ella Fitzgerald,0,0,0.0,,0.273,0.273,0.273,,0.258,0.258,0.258,,-9.391,-9.391,-9.391,,0.0312,0.0312,0.0312,,0.883,0.883,0.883,,0.000191,0.000191,0.000191,,0.161,0.161,0.161,,0.205,0.205,0.205,,80.09,80.09,80.09,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,4,1
Elle Valenci,51,51,51.0,,0.807,0.807,0.807,,0.588,0.588,0.588,,-7.462,-7.462,-7.462,,0.034,0.034,0.034,,0.00734,0.00734,0.00734,,0.000594,0.000594,0.000594,,0.125,0.125,0.125,,0.642,0.642,0.642,,120.017,120.017,120.017,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
Elliot Moss,0,0,0.0,,0.803,0.803,0.803,,0.42,0.42,0.42,,-10.22,-10.22,-10.22,,0.0432,0.0432,0.0432,,0.256,0.256,0.256,,0.112,0.112,0.112,,0.0703,0.0703,0.0703,,0.493,0.493,0.493,,130.031,130.031,130.031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,1
Elsiane,0,41,20.5,840.5,0.342,0.529,0.4355,0.017484500000000004,0.419,0.455,0.437,0.0006480000000000011,-11.195,-9.334,-10.2645,1.7316605000000012,0.0292,0.0355,0.03235,1.9844999999999967e-05,0.4,0.469,0.4345,0.0023804999999999968,0.00122,0.0132,0.00721,7.17602e-05,0.09,0.0983,0.09415,3.444500000000001e-05,0.0701,0.121,0.09555,0.0012954050000000001,120.084,125.938,123.011,17.134658000000037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
Elton John,67,85,77.0,72.00000000000001,0.371,0.729,0.5695,0.026571666666666674,0.22,0.904,0.6577500000000001,0.09566025,-12.797,-6.863,-8.9435,7.308761666666668,0.0269,0.179,0.068175,0.005468802500000001,0.149,0.828,0.38725,0.09368291666666666,1.23e-06,0.118,0.033851025,0.003214397478515766,0.0604,0.195,0.1431,0.0035639066666666662,0.112,0.777,0.583,0.10104866666666668,118.464,176.811,136.842,742.3159326666669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
Elçin Orçun,11,11,11.0,,0.736,0.736,0.736,,0.544,0.544,0.544,,-7.849,-7.849,-7.849,,0.12,0.12,0.12,,0.312,0.312,0.312,,0.000137,0.000137,0.000137,,0.0881,0.0881,0.0881,,0.398,0.398,0.398,,150.001,150.001,150.001,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,1
Emel Müftüoğlu,0,0,0.0,0.0,0.368,0.398,0.383,0.0004500000000000008,0.139,0.4,0.2695,0.0340605,-16.109,-13.502,-14.805500000000002,3.3982245000000004,0.0341,0.0428,0.03845,3.7844999999999994e-05,0.548,0.841,0.6945,0.04292449999999998,0.0,7.39e-05,3.695e-05,2.7306049999999996e-09,0.0646,0.0988,0.0817,0.0005848199999999996,0.332,0.495,0.4135,0.013284499999999992,153.009,161.285,157.147,34.246088000000086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2
Emel Sayın,0,0,0.0,,0.489,0.489,0.489,,0.61,0.61,0.61,,-6.985,-6.985,-6.985,,0.0492,0.0492,0.0492,,0.617,0.617,0.617,,0.000426,0.000426,0.000426,,0.262,0.262,0.262,,0.248,0.248,0.248,,140.022,140.022,140.022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,1
Eminem,55,87,72.0,259.0,0.749,0.949,0.836,0.010506999999999983,0.661,0.794,0.7283333333333334,0.004424333333333336,-5.209,-4.244,-4.838666666666666,0.2705503333333329,0.0572,0.223,0.11473333333333334,0.008802813333333333,0.0193,0.314,0.12116666666666666,0.027918223333333332,0.0,0.0,0.0,0.0,0.0454,0.543,0.23113333333333333,0.07383365333333335,0.46,0.76,0.596,0.023087999999999997,104.504,157.004,132.489,698.0931749999991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
Emir Can İğrek,58,58,58.0,,0.382,0.382,0.382,,0.357,0.357,0.357,,-13.345,-13.345,-13.345,,0.0722,0.0722,0.0722,,0.301,0.301,0.301,,4.52e-06,4.52e-06,4.52e-06,,0.325,0.325,0.325,,0.442,0.442,0.442,,129.156,129.156,129.156,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1
Emir Ersoy,23,23,23.0,,0.714,0.714,0.714,,0.513,0.513,0.513,,-7.113,-7.113,-7.113,,0.0306,0.0306,0.0306,,0.248,0.248,0.248,,1.1e-05,1.1e-05,1.1e-05,,0.0561,0.0561,0.0561,,0.666,0.666,0.666,,130.058,130.058,130.058,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,1
Emma Kirkby,0,0,0.0,,0.415,0.415,0.415,,0.108,0.108,0.108,,-20.346,-20.346,-20.346,,0.0474,0.0474,0.0474,,0.955,0.955,0.955,,2.4e-05,2.4e-05,2.4e-05,,0.137,0.137,0.137,,0.241,0.241,0.241,,129.712,129.712,129.712,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,1
Emma Peters,0,61,30.5,1860.5,0.534,0.749,0.6415,0.023112500000000005,0.611,0.655,0.633,0.0009680000000000017,-9.183,-9.008,-9.0955,0.015312500000000125,0.0552,0.295,0.17509999999999998,0.028752019999999993,0.182,0.578,0.38,0.07840799999999998,4.97e-05,0.0972,0.04862485,0.004719090395045,0.141,0.222,0.1815,0.0032805000000000013,0.266,0.477,0.3715,0.022260499999999992,102.206,114.975,108.59049999999999,81.52368049999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,2
Emma Stone,0,0,0.0,,0.454,0.454,0.454,,0.117,0.117,0.117,,-15.121,-15.121,-15.121,,0.0354,0.0354,0.0354,,0.906,0.906,0.906,,0.0,0.0,0.0,,0.0888,0.0888,0.0888,,0.428,0.428,0.428,,97.692,97.692,97.692,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1
Empress Of,0,22,11.8,124.2,0.703,0.78,0.7434000000000001,0.0014503000000000042,0.572,0.735,0.6355999999999999,0.004779300000000001,-6.795,-5.684,-6.4178,0.18302520000000005,0.0293,0.123,0.05674,0.0016794129999999998,0.123,0.345,0.2778,0.0089132,0.0,2.75e-05,1.4439999999999999e-05,9.516800000000001e-11,0.118,0.355,0.2386,0.0119943,0.54,0.67,0.615,0.002203999999999999,109.007,144.956,128.3864,260.98039129999967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,5
Emrah Karaduman,0,0,0.0,0.0,0.646,0.737,0.6915,0.0041404999999999975,0.819,0.844,0.8314999999999999,0.00031250000000000196,-5.317,-4.418,-4.8675,0.4041005000000004,0.0504,0.0614,0.055900000000000005,6.049999999999999e-05,0.0359,0.0548,0.04535,0.000178605,0.0,0.00128,0.00064,8.192000000000001e-07,0.0322,0.332,0.1821,0.044940020000000004,0.413,0.489,0.45099999999999996,0.0028879999999999986,107.959,149.944,128.9515,881.3701125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2
Emre Altuğ,55,55,55.0,,0.486,0.486,0.486,,0.605,0.605,0.605,,-5.616,-5.616,-5.616,,0.0346,0.0346,0.0346,,0.192,0.192,0.192,,0.0,0.0,0.0,,0.339,0.339,0.339,,0.259,0.259,0.259,,136.066,136.066,136.066,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
Emre Fel,44,44,44.0,,0.444,0.444,0.444,,0.423,0.423,0.423,,-12.036,-12.036,-12.036,,0.0452,0.0452,0.0452,,0.736,0.736,0.736,,0.0,0.0,0.0,,0.113,0.113,0.113,,0.538,0.538,0.538,,88.178,88.178,88.178,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,1
Enbe Orkestrası,0,0,0.0,,0.687,0.687,0.687,,0.49,0.49,0.49,,-7.637,-7.637,-7.637,,0.0292,0.0292,0.0292,,0.763,0.763,0.763,,0.0,0.0,0.0,,0.273,0.273,0.273,,0.64,0.64,0.64,,114.123,114.123,114.123,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,1
English Chamber Orchestra,9,9,9.0,,0.377,0.377,0.377,,0.201,0.201,0.201,,-13.46,-13.46,-13.46,,0.0438,0.0438,0.0438,,0.962,0.962,0.962,,0.0447,0.0447,0.0447,,0.145,0.145,0.145,,0.171,0.171,0.171,,77.957,77.957,77.957,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1
Ercüment Orkut,4,4,4.0,,0.367,0.367,0.367,,0.17,0.17,0.17,,-16.651,-16.651,-16.651,,0.0507,0.0507,0.0507,,0.936,0.936,0.936,,0.278,0.278,0.278,,0.275,0.275,0.275,,0.0864,0.0864,0.0864,,104.6,104.6,104.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1
